Movie Name,Total Cast,Genre
Young Mr. Lincoln,"('Clarence Wilson', 'Eddy Waller', 'Spencer Charters', 'Tiny Jones', 'Ward Bond', 'Alice Brady', 'Arleen Whelan', 'Donald Meek', 'Eddie Collins', 'Eddie Quillan', 'Henry Fonda', 'Judith Dickens', 'Marjorie Weaver', 'Pauline Moore', 'Richard Cromwell')","['Biography', 'Drama']"
Stories We Tell,"('Alex Hatz', 'Andrew Church', 'Cathy Gulkin', 'Deirdre Bowen', 'Geoffrey Bowes', 'Harry Gulkin', 'John Buchan', 'Justin Goodhand', 'Peter Evans', 'Pixie Bigelow', 'Rebecca Jenkins', 'Robert Macmillan', 'Susy Buchan', 'Tom Butler', 'Victoria Mitchell', 'Wayne Curnew', 'Harry Gulkin', 'John Buchan', 'Susy Buchan')",['Documentary']
Procession,"('Dan Laurine', 'Ed Gavagan', 'Joe Eldred', 'Michael Sandridge', 'Mike Foreman', 'Tom Viviano')",['Documentary']
A Bread Factory Part One: For the Sake of Gold,"('Aidan Pierce Brennan', 'Alyssa Maria App', 'Chris Conroy', 'Eugene Brell', 'George Young', 'Martina Arroyo', 'Noah Averbach-Katz', 'Noel Ramos', 'Rosemary Howard', 'Amy Carlson', 'Brian Murray', 'Elaine Bromka', 'Elisabeth Henry-Macari', 'George Young', ""Glynnis O'Connor"", 'James Marsters', 'Janeane Garofalo', 'Janet Hsieh', 'Jessica Pimentel', 'Nana Visitor', 'Philip Kerr', 'Trevor St. John', 'Tyne Daly', 'Zachary Sayle')","['Drama', 'Comedy']"
The Act of Killing,"('Adi Zulkadry', 'Anwar Congo', 'Anwars Congo', 'Haji Anif', 'Haji Marzuki', 'Herman Koto', 'Ibrahim Sinik', 'Jusuf Kalla', 'Safit Pardede', 'Sakhyan Asmara', 'Soaduon Siregar', 'Syamsul Arifin', 'Yapto Soerjosoemarno', 'Anwar Congo')","['History', 'Crime', 'Documentary']"
"This Is Not a Burial, It's a Resurrection","('Aleandro Florio', 'Jerry Mofokeng', 'Makhaola Ndebele', 'Mary Twala', 'Sarah Weber', 'Silas Monyatse', 'Siphiwe Nzima-Ntskhe', 'Thabiso Makoto', 'Thabo Letsie', 'Tseko Monaheng')",['Drama']
On the Waterfront,"('Abe Simon', 'Arthur Keegan', 'Don Blackman', 'James Westerfield', 'John F. Hamilton', 'John Heldabrand', 'Lee J. Cobb', 'Leif Erickson', 'Pat Henning', 'Rod Steiger', 'Rudy Bond', 'Tami Mauriello', 'Tony Galento', 'Karl Malden', 'Marlon Brando')","['Drama', 'Romance', 'Crime']"
Jafar Panahi's Taxi,"('Jafar Panahi',)","['Drama', 'Comedy']"
Ida,"('Adam Szyszkowski', 'Afrodyta Weselak', 'Agata Kulesza', 'Agata Trzebuchowska', 'Anna Grzeszczak', 'Artur Janusiak', 'Dawid Ogrodnik', 'Dorota Kuduk', 'Halina Skoczynska', 'Izabela Dabrowska', 'Jan Wociech Poradowski', 'Jerzy Trela', 'Joanna Kulig', 'Krzysztof Brzezinski', 'Lukasz Jerzykowski', 'Marek Kasprzyk', 'Mariusz Jakus', 'Natalia Lagiewczyk', 'Pawel Burczyk', 'Agata Kulesza', 'Agata Trzebuchowska', 'Dawid Ogrodnik', 'Jerzy Trela')",['Drama']
Beau Travail,"('Adiatou Massudi', 'Bernardo Montet', 'Dan Herzberg', 'Dimitri Tsiapkinis', 'Gianfranco Poddighe', 'Giuseppe Molino', 'Jean-Yves Vivet', 'Marc Veh', 'Mickael Ravovski', 'Nicolas Duvauchelle', 'Richard Courcet', 'Thong Duy Nguyen', 'Denis Lavant', 'Grégoire Colin', 'Michel Subor')",['Drama']
Her,"('Alia Janine', 'Amy Adams', 'Artt Butler', 'Bill Hader', 'Brian Johnson', 'Caroline Jaden Stussi', 'Cassandra Starr', 'Chris Pratt', 'Claudia Choi', 'Eric Pumphrey', 'Evelyn Edwards', 'Gabe Gomez', 'Gracie Prewitt', 'Jeremy Rabb', 'Joaquin Phoenix', 'Katherine Boecher', 'Kelly Sarah', 'Kim Farris', 'Kristen Wiig', 'Laura Colquhoun', 'Laura Kai Chen', 'Laura Meadows', 'Lisa Renee Pitts', 'Luka Jones', 'Lynn A. Freedman', 'Matt Letscher', 'May Lindstrom', 'Melanie Seacat', 'Nico David', 'Nicole Grother', 'Olivia Wilde', 'Pamela Roylance', 'Portia Doubleday', 'Rachel Ann Mullins', 'Rooney Mara', 'Sam Jaeger', 'Samantha Morton', 'Samantha Sarakanti', 'Scarlett Johansson', 'Spike Jonze', 'Tiffany Pulvino', 'Amy Adams', 'Chris Pratt', 'Joaquin Phoenix', 'Olivia Wilde', 'Rooney Mara', 'Samantha Morton', 'Scarlett Johansson')","['Sci-Fi', 'Drama', 'Comedy', 'Romance']"
Uncut Gems,"('Andrea Linsky', 'Ca$h Out', 'Eric Bogosian', 'Jacob Igielski', 'Keith Williams Richards', 'Lakeith Stanfield', 'Louis Anthony Arias', 'Maksud Agadjani', 'Noa Fisher', 'Paloma Elsesser', 'Roman Persits', 'Sean Ringgold', 'Tommy Kominik', 'Warren Finkelstein', 'Adam Sandler', 'Deneke Muhugeta', 'Habtunu Africho', 'Idina Menzel', 'Jacob Igielski', 'Jonathan Aranbayev', 'Julia Fox', 'Keith Williams Richards', 'Kevin Garnett', 'Lakeith Stanfield', 'Liang Wei-Hei Duncan', 'Mesfin Lamengo', 'Noa Fisher', 'Paloma Elsesser', 'Suin Zhi Hua-Hilton', 'Sunny Wu Jin Zahoo', 'The Weeknd', 'Tommy Kominik', 'Warren Finkelstein')","['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']"
Waltz with Bashir,"('Dror Harazi', 'Gadi Erel', 'Mickey Leon', 'Ori Sivan', 'Shahar Sorek', 'Yehezkel Lazarov', 'Zahava Solomon', 'Ari Folman', 'Ron Ben-Yishai', 'Ronny Dayag')","['Biography', 'Drama', 'War', 'Animation']"
EX LIBRIS: The New York Public Library,(),['Documentary']
They Shall Not Grow Old,(),"['History', 'War', 'Documentary']"
Secrets & Lies,"('Brian Bovell', 'Claire Perkins', 'Claire Rushbrook', 'Elias Perkins McCook', 'Elizabeth Berrington', 'Emma Amos', 'Lee Ross', 'Lesley Manville', 'Marianne Jean-Baptiste', 'Michele Austin', 'Phyllis Logan', 'Ron Cook', 'Trevor Laird', 'Brenda Blethyn', 'Timothy Spall')","['Drama', 'Comedy']"
Patton,"('Albert Dumortier', 'Bill Hickman', 'Carey Loftin', 'David Bauer', 'Frank Latimore', 'James Edwards', 'John Barrie', 'Karl Michael Vogler', 'Lawrence Dobkin', 'Michael Strong', 'Morgan Paull', 'Pat Zurica', 'Stephen Young', 'George C. Scott', 'Karl Malden')","['Biography', 'Drama', 'War']"
The Favourite,"('Basil Eidenbenz', 'Carolyn Saint-Pé', 'Edward Aczel', 'Hannah Morley', 'Horatio', 'Isaura Barbé-Brown', 'Jack Veal', 'James Melville', 'James Smith', 'Jenny Rainsford', 'John Locke', 'Mark Gatiss', 'Tim Ingall', 'Timothy Innes', 'Willem Dalby', 'Wilson Radjou-Pujalte', 'Basil Eidenbenz', 'Denise Mack', 'Emma Delves', 'Emma Stone', 'Faye Daveney', 'Isaura Barbé-Brown', 'Jack Veal', 'James Smith', 'Jennifer White', 'Jenny Rainsford', 'Joe Alwyn', 'John Locke', 'LillyRose Stevens', 'Mark Gatiss', 'Nicholas Hoult', 'Olivia Colman', 'Paul Swaine', 'Rachel Weisz', 'Timothy Innes', 'Wilson Radjou-Pujalte')","['Biography', 'Drama', 'History', 'Comedy']"
The Sweet Hereafter,"('Alberta Watson', 'Arsinée Khanjian', 'Bruce Greenwood', 'Caerthan Banks', 'David Hemblen', 'Earl Pastko', 'Gabrielle Rose', 'Kirsten Kieferle', 'Maury Chaykin', 'Sarah Rosen Fruitman', 'Simon Baker', 'Stephanie Morgenstern', 'Tom McCamus', 'Ian Holm', 'Sarah Polley')",['Drama']
The Right Stuff,"('Charles Frank', 'Donald Moffat', 'Lance Henriksen', 'Levon Helm', 'Mary Jo Deschanel', 'Barbara Hershey', 'Dennis Quaid', 'Ed Harris', 'Fred Ward', 'Kim Stanley', 'Pamela Reed', 'Sam Shepard', 'Scott Glenn', 'Scott Paulin', 'Veronica Cartwright')","['Adventure', 'Biography', 'Drama', 'History']"
Bambi,"('Ann Gillis', 'Donnie Dunagan', 'Eddie Holden', 'Otis Harlan', 'Sam Edwards', 'Bobette Audrey', 'Dolyn Bramston Cook', 'Hardie Albright', 'Janet Chapman', 'Jeanne Christy', 'Marion Darlington', 'Peter Behn', 'Stan Alexander', 'Thelma Boardman', 'Tim Davis')","['Drama', 'Animation', 'Family']"
Flee,"('Denis Rivin', 'Ditte Graa Wulff', 'Mikhail Belinson', 'Vadim Nedaskovskij', 'Viktor Melnikov', 'Belal Faiz', 'Daniel Karimyar', 'Elaha Faiz', 'Fardin Mijdzadeh', 'Georg Jagunov', 'Hafiz Højmark', 'Milad Eskandari', 'Navid Nazir', 'Rashid Aitouganov', 'Sadia Faiz', 'Zahra Mehrwarz')","['Animation', 'Documentary']"
Bringing Up Baby,"('Adeline Ashbury', 'Asta', 'John Kelly', 'Ruth Adler', 'Virginia Walker', 'Barry Fitzgerald', 'Cary Grant', 'Charles Ruggles', 'Fritz Feld', 'George Irving', 'Katharine Hepburn', 'Leona Roberts', 'May Robson', 'Tala Birell', 'Walter Catlett')","['Comedy', 'Romance', 'Family']"
No Country for Old Men,"('Ana Reeder', 'Barry Corbin', 'Beth Grant', 'Chip Love', 'Garret Dillahunt', 'Kelly Macdonald', 'Kit Gwin', 'Rodger Boyce', 'Stephen Root', 'Tess Harper', 'Woody Harrelson', 'Zach Hopkins', 'Javier Bardem', 'Josh Brolin', 'Tommy Lee Jones')","['Drama', 'Thriller', 'Crime', 'Western']"
The Gatekeepers,"('Ami Ayalon', 'Avi Dichter', 'Avraham Shalom', 'Carmi Gillon', 'Yaakov Peri', 'Yuval Diskin', 'Ami Ayalon', 'Avi Dichter', 'Avraham Shalom', 'Carmi Gillon', 'Yaakov Peri', 'Yuval Diskin')",['Documentary']
Nostalgia for the Light,"('Gaspar Galaz', 'George Preston', 'Lautaro Núñez', 'Luís Henríquez', 'Miguel Lawner', 'Valentina Rodríguez', 'Vicky Saaveda', 'Víctor González', 'Violeta Berrios')","['Drama', 'Documentary']"
David Copperfield,"('Elsa Lanchester', 'Fay Chaldecott', 'Jean Cadell', 'Lionel Barrymore', ""Una O'Connor"", 'Violet Kemble Cooper', 'Basil Rathbone', 'Edna May Oliver', 'Elizabeth Allan', 'Freddie Bartholomew', 'Harry Beresford', 'Herbert Mundin', 'Hugh Walpole', 'Jessie Ralph', 'John Buckler')","['Adventure', 'Drama', 'Romance']"
Saving Private Ryan,"('Adam Goldberg', 'Barry Pepper', 'Dennis Farina', 'Dylan Bruno', 'Edward Burns', 'Giovanni Ribisi', 'Jeremy Davies', 'Joerg Stadler', 'Max Martini', 'Paul Giamatti', 'Ted Danson', 'Tom Sizemore', 'Vin Diesel', 'Matt Damon', 'Tom Hanks')","['Action', 'Drama', 'War']"
Ben-Hur,"('André Morell', 'Bruno Arié', ""Cathy O'Donnell"", 'Finlay Currie', 'Fortunato Arena', 'Frank Thring', 'George Relph', 'Haya Harareet', 'Hugh Griffith', 'Martha Scott', 'Sam Jaffe', 'Terence Longdon', 'Charlton Heston', 'Jack Hawkins', 'Stephen Boyd')","['Adventure', 'Drama', 'History', 'War']"
After Hours,"('Bronson Pinchot', ""Catherine O'Hara"", 'Cheech Marin', 'Dick Miller', 'John Heard', 'Larry Block', 'Linda Fiorentino', 'Robert Plunket', 'Rocco Sisto', 'Teri Garr', 'Tommy Chong', 'Verna Bloom', 'Will Patton', 'Griffin Dunne', 'Rosanna Arquette')","['Thriller', 'Comedy']"
The Crying Game,"('Adrian Dunbar', 'Andrée Bernard', 'Birdy Sweeney', 'Breffni McKenna', 'Jack Carr', 'Jim Broadbent', 'Joe Savino', 'Josephine White', 'Miranda Richardson', 'Ralph Brown', 'Shar Campbell', 'Tony Slattery', 'Forest Whitaker', 'Jaye Davidson', 'Stephen Rea')","['Thriller', 'Romance', 'Crime']"
Great Expectations,"('Eileen Erskine', 'Freda Jackson', 'George Hayes', 'Hay Petrie', 'John Forrest', 'Alec Guinness', 'Bernard Miles', 'Finlay Currie', 'Francis L. Sullivan', 'Ivor Barnard', 'Jean Simmons', 'John Mills', 'Martita Hunt', 'Tony Wager', 'Valerie Hobson')","['Adventure', 'Drama', 'Mystery', 'Romance']"
Burning,"('Bong-ryeon Lee', 'Ja-Yeon Ok', 'Joong-ok Lee', 'Seok-Chan Jeon', 'Wonhyeong Jang', 'Ah In Yoo', 'Bok-gi Min', 'Hye-ra Ban', 'Ja-Yeon Ok', 'Jong-seo Jeon', 'Joong-ok Lee', 'Mi-Kyung Cha', 'Moon Sung-Keun', 'Seong-kun Mun', 'Seung-ho Choi', 'Soo-Jeong Lee', 'Soo-Kyung Kim', 'Steven Yeun')","['Drama', 'Mystery']"
Winter's Bone,"('Ashlee Thompson', 'Beth Domann', 'Casey MacLaren', 'Cody Brown', 'Dale Dickey', 'Isaiah Stone', 'Kevin Breznahan', 'Lauren Sweetser', 'Shelley Waggener', 'Tate Taylor', 'Valerie Richards', 'William White', 'Garret Dillahunt', 'Jennifer Lawrence', 'John Hawkes')","['Drama', 'Thriller']"
Hope,"('Alexander Mørk Eidem', 'Ingrid Bugge', 'Johannes Joner', 'Kristin Voss Hestvold', 'Terje Auli', 'Alfred Vatne', 'Andrea Bræin Hovig', 'Daniel Storm Forthun Sandbye', 'Dina Enoksen Elvehaug', 'Einar Økland', 'Eirik Hallert', 'Elli Rhiannon Müller Osbourne', 'Gjertrud L. Jynge', 'Steinar Klouman Hallert', 'Stellan Skarsgård')","['Drama', 'Romance']"
Gett: The Trial of Viviane Amsalem,"('Abraham Celektar', 'Albert Iluz', 'Dalia Beger', 'David Ohayon', 'Eli Gornstein', 'Evelin Hagoel', 'Gabi Amrani', 'Keren Mor', 'Menashe Noy', 'Rami Danon', 'Roberto Pollack', 'Ronit Elkabetz', 'Sasson Gabai', 'Shmil Ben Ari', 'Simon Abkarian')",['Drama']
I Called Him Morgan,"('Al Harrison', 'Albert Tootie Heath', 'Bennie Maupin', 'Billy Harper', 'Charli Persip', 'Helen Morgan', 'Judith Johnson', 'Jymie Merritt', 'Larry Reni Thomas', 'Larry Ridley', 'Lee Morgan', 'Lena Sherrod', 'Paul West', 'Ron St. Clair', 'Wayne Shorter')","['Drama', 'History', 'Music', 'Documentary']"
Close Encounters of the Third Kind,"('Adrienne Campbell', 'Bob Balaban', 'Cary Guffey', 'J. Patrick McNamara', 'Justin Dreyfuss', 'Lance Henriksen', 'Melinda Dillon', 'Merrill Connally', 'Philip Dodds', 'Roberts Blossom', 'Shawn Bishop', 'Warren J. Kemmerling', 'François Truffaut', 'Richard Dreyfuss', 'Teri Garr')","['Adventure', 'Sci-Fi', 'Drama']"
The Godfather: Part II,"('Bruno Kirby', 'Francesca De Sapio', 'Frank Sivero', 'G.D. Spradlin', 'Gastone Moschin', 'John Cazale', 'Lee Strasberg', 'Michael V. Gazzo', 'Richard Bright', 'Talia Shire', 'Tom Rosqui', 'Al Pacino', 'Diane Keaton', 'Robert De Niro', 'Robert Duvall')","['Drama', 'Thriller', 'Crime']"
The Hustler,"('Alexander Rose', 'Carl York', 'Carolyn Coates', 'Gordon B. Clarke', 'Vincent Gardenia', 'Clifford A. Pellow', 'George C. Scott', 'Jackie Gleason', 'Jake LaMotta', 'Michael Constantine', 'Murray Hamilton', 'Myron McCormick', 'Paul Newman', 'Piper Laurie', 'Stefan Gierasch')","['Drama', 'Sport']"
L.A. Confidential,"('Danny DeVito', 'David Strathairn', 'Elisabeth Granli', 'Graham Beckel', 'James Cromwell', 'Matt McCoy', 'Paolo Seganti', 'Paul Guilfoyle', 'Ron Rifkin', 'Sandra Taylor', 'Steve Rankin', 'Guy Pearce', 'Kevin Spacey', 'Kim Basinger', 'Russell Crowe')","['Drama', 'Mystery', 'Thriller', 'Crime']"
Bloody Sunday,"('Allan Gildea', 'Carmel McCallion', 'Christopher Villiers', 'Declan Duddy', 'Edel Frazer', 'Gerard Crossan', 'Gerry Hammond', 'James Hewitt', 'Jason Stammers', 'Joanne Lindsay', 'Mary Moulds', 'Mike Edwards', 'James Nesbitt', 'Nicholas Farrell', 'Tim Pigott-Smith')","['Drama', 'History', 'War']"
My Voyage to Italy,"('Martin Scorsese',)",['Documentary']
Phantom Thread,"('Alexandra Moloney', 'Amber Brabant', 'Amy Cunningham', 'Andrew G. Ogleby', 'Calum Delaney', 'Camilla Rutherford', 'Caroline Garnell', 'Cedric Tylleman', 'Colin Wigglesworth', 'Cris Haris', 'Daniel Day-Lewis', 'Darren Talbot', 'Dave Simon', 'David Charles-Cully', 'Fraser Delaney', 'Geneva Corlett', 'Gino Picciano', 'Harriet Leitch', 'Ingrid Sophie Schram', 'Jane Perry', 'Jason Redshaw', 'Joseph Callaghan', 'Juliet Glaves', 'Kelly Schembri', 'Khristopher MacLeod', 'Lesley Manville', 'Lujza Richter', 'Martin Dew', 'Michael Gabbitas', 'Neil Broome', 'Niki Angus-Campbell', 'Paul Carolan', 'Pip Phillips', 'Rebecca McSwan', 'Richard Graham', 'Sarah Lamesch', 'Vicky Krieps', 'Bern Collaco', 'Camilla Rutherford', 'Cedric Tylleman', 'Daniel Day-Lewis', 'Dave Simon', 'Dinah Nicholson', 'Elli Banks', 'Harriet Leitch', 'Ingrid Sophie Schram', 'Jack Gordon', 'Jane Perry', 'Jason Redshaw', 'Joan Brown', 'Julie Duck', 'Kelly Schembri', 'Lesley Manville', 'Maryanne Frost', 'Pip Phillips', 'Richard Graham', 'Sarah Lamesch', 'Sue Clark', 'Vicky Krieps')","['Drama', 'Romance', 'Crime']"
Goodfellas,"('Catherine Scorsese', 'Charles Scorsese', 'Chuck Low', 'Frank DiLeo', 'Frank Sivero', 'Frank Vincent', 'Gina Mastrogiacomo', 'Henny Youngman', 'Mike Starr', 'Tony Darrow', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Ray Liotta', 'Robert De Niro')","['Biography', 'Drama', 'Crime']"
Wojnarowicz,"('Barry Blinderman', 'David Wojnarowicz', 'Fran Lebowitz', 'Kiki Smith', 'Nan Goldin', 'Peter Hujar', 'Richard Kern', 'Stephen Koch')",['Documentary']
Hamilton,"('Ariana DeBose', 'Carleigh Bettiol', 'Ephraim Sykes', 'Hope Easterbrook', 'Jon Rua', 'Neil Haskell', 'Phillipa Soo', 'Sasha Hutchings', 'Sydney James Harcourt', 'Thayne Jasperson', 'Anthony Ramos', 'Chris Jackson', 'Daveed Diggs', 'Emmy Raver-Lampman', 'Jasmine Cephas Jones', 'Jonathan Groff', 'Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Okieriete Onaodowan', 'Phillipa Soo', 'Renee Goldsberry')","['Biography', 'Drama', 'History', 'Musical']"
Paths of the Soul,(),['Drama']
It's Such a Beautiful Day,"('Don Hertzfeldt',)","['Sci-Fi', 'Drama', 'Fantasy', 'Comedy', 'Animation']"
My Perestroika,(),"['Biography', 'History', 'Family', 'Documentary', 'News']"
This Is Not a Film,"('Jafar Panahi',)",['Documentary']
The Birds,"('Doodles Weaver', 'John McGovern', 'Karl Swenson', 'Malcolm Atterbury', 'Richard Deacon', 'Charles McGraw', 'Ethel Griffies', 'Jessica Tandy', 'Joe Mantell', 'Lonny Chapman', 'Rod Taylor', 'Ruth McDevitt', 'Suzanne Pleshette', 'Tippi Hedren', 'Veronica Cartwright')","['Drama', 'Mystery', 'Horror', 'Romance']"
To Have and Have Not,"('Aldo Nadi', 'Audrey Armstrong', 'Eugene Borden', 'Joy Barlow', 'Juliette Ball', 'Dan Seymour', 'Dolores Moran', 'Hoagy Carmichael', 'Humphrey Bogart', 'Lauren Bacall', 'Marcel Dalio', 'Sheldon Leonard', 'Walter Brennan', 'Walter Sande', 'Walter Szurovy')","['Adventure', 'Thriller', 'Comedy', 'Romance', 'War', 'Film-Noir']"
Licorice Pizza,"('Alana Haim', 'Anthony Molinari', 'Bottara Angele', 'Cooper Hoffman', 'Craig Stark', 'Emily Althaus', 'Fatimah Hassan', 'Grace Kennedy-Piehl', 'Jeff Willy', 'Joseph Cross', 'Louis Delavenne', 'Alana Haim', 'Anthony Molinari', 'Ben Safdie', 'Ben Stiller', 'Bradley Cooper', 'Charlotte Townsend', 'Craig Stark', ""Deana Molle'"", 'Emily Althaus', 'Emma Dumont', 'John C. Reilly', 'Joseph Cross', 'Mary Elizabeth Ellis', 'Maya Rudolph', 'Nate Mann', 'Sean Penn', 'Skyler Gisondo', 'Tom Waits', 'Zoe McLane')","['Drama', 'Comedy']"
Finding Nemo,"('Allison Janney', 'Andrew Stanton', 'Austin Pendleton', 'Bob Peterson', 'Brad Garrett', 'Elizabeth Perkins', 'Geoffrey Rush', 'Joe Ranft', 'Nicholas Bird', 'Stephen Root', 'Vicki Lewis', 'Willem Dafoe', 'Albert Brooks', 'Alexander Gould', 'Ellen DeGeneres')","['Adventure', 'Comedy', 'Animation', 'Family']"
Topsy-Turvy,"('Adam Searle', 'Dexter Fletcher', 'Francis Lee', 'Geoffrey Hutchings', 'Kate Doherty', 'Lesley Manville', 'Martin Savage', 'Roger Heathcott', 'Stefan Bednarczyk', 'Sukie Smith', 'Timothy Spall', 'Wendy Nottingham', 'William Neenan', 'Allan Corduner', 'Jim Broadbent')","['Biography', 'Drama', 'Comedy', 'Music']"
Samurai Rebellion,"('Emi Yamada', 'Hideo Fukuhara', 'Jun Hamamura', 'Masao Mishima', 'Takamaru Sasaki', 'Etsuko Ichihara', 'G', 'Isao Yamagata', 'Michiko Ôtsuka', 'Shigeru K', 'Tatsuo Matsumura', 'Tatsuya Nakadai', 'Tatsuyoshi Ehara', 'Toshirô Mifune', 'Yôko Tsukasa')",['Drama']
King Kong,"('Ed Allen', 'Etta Mae Allen', 'Frank Angel', 'James Adamson', 'Van Alder', 'Bruce Cabot', 'Fay Wray', 'Frank Reicher', 'James Flavin', 'King Kong', 'Noble Johnson', 'Robert Armstrong', 'Sam Hardy', 'Steve Clemente', 'Walter Ackerman')","['Adventure', 'Sci-Fi', 'Horror']"
The Incredibles,"('Dominique Louis', 'Eli Fucile', 'Jean Sincere', 'Lou Romano', 'Maeve Andrews', 'Michael Bird', 'Sarah Vowell', 'Spencer Fox', 'Teddy Newton', 'Wallace Shawn', 'Wayne Canney', 'Craig T. Nelson', 'Holly Hunter', 'Jason Lee', 'Samuel L. Jackson')","['Action', 'Adventure', 'Animation', 'Family']"
Before Sunset,"('Albert Delpy', 'Denis Evrard', 'Diabolo', 'Louise Lemoine Torres', 'Mariane Plasteig', 'Marie Pillet', 'Rodolphe Pauly', 'Vernon Dobtcheff', 'Ethan Hawke', 'Julie Delpy')","['Drama', 'Romance']"
Being John Malkovich,"('Byrne Piven', 'Eric Weinstein', 'Judith Wetzell', 'K.K. Dodds', 'Kevin Carroll', 'Madison Lanc', 'Mary Kay Place', 'Ned Bellamy', 'Octavia Spencer', 'Orson Bean', 'Reginald C. Hayes', 'Cameron Diaz', 'Catherine Keener', 'John Cusack', 'John Malkovich')","['Drama', 'Fantasy', 'Comedy', 'Romance']"
A Prophet,"('Adel Bencherif', 'Antoine Basler', 'Foued Nassah', 'Frédéric Graziani', 'Gilles Cohen', 'Hichem Yacoubi', 'Jean-Emmanuel Pagni', 'Jean-Philippe Ricci', 'Leïla Bekhti', 'Niels Arestrup', 'Pierre Leccia', 'Rabah Loucif', 'Reda Kateb', 'Slimane Dazi', 'Tahar Rahim')","['Drama', 'Crime']"
Hard to Be a God,"('Aleksandr Chutko', 'Aleksandr Ilin', 'Algimantas Maceina', 'Dmitriy Vladimirov', 'Evgeniy Gerchakov', 'Igor Volkov', 'Juris Laucinsh', 'Laura Lauri', 'Leonid Yarmolnik', 'Natalya Moteva', 'Oleg Botin', 'Pyotr Merkurev', 'Remigijus Bilinskas', 'Yuriy Tsurilo')","['Sci-Fi', 'Drama']"
Almost Famous,"('Anna Paquin', 'Fairuza Balk', 'Frances McDormand', 'Jason Lee', 'Jimmy Fallon', 'John Fedevich', 'Kate Hudson', 'Liz Stauber', 'Mark Kozelek', 'Michael Angarano', 'Noah Taylor', 'Patrick Fugit', 'Philip Seymour Hoffman', 'Zooey Deschanel', 'Billy Crudup')","['Drama', 'Music']"
Paths of Glory,"('Adolphe Menjou', 'Bert Freed', 'Christiane Kubrick', 'Emile Meyer', 'Fred Bell', 'George Macready', 'Jerry Hausner', 'Joe Turkel', 'Kem Dibbs', 'Peter Capell', 'Richard Anderson', 'Timothy Carey', 'Wayne Morris', 'Kirk Douglas', 'Ralph Meeker')","['Drama', 'War']"
Cold War,"('Adam Szyszkowski', 'Aleksandra Kacprzak', 'Aloïse Sauvage', 'Anna Zagórska', 'Izabela Andrzejak', 'Martin Budny', 'Philip Lenkowsky', 'Tomasz Markiewicz', 'Adam Ferency', 'Adam Szyszkowski', 'Adam Woronowicz', 'Agata Kulesza', 'Borys Szyc', 'Cédric Kahn', 'Drazen Sivak', 'Giorgio Rayzacher', 'Jeanne Balibar', 'Joanna Kulig', 'Slavko Sobin', 'Tomasz Kot')","['Drama', 'Romance', 'Music']"
Big Men,(),['Documentary']
American Splendor,"('Barbara Brown', 'Cameron Carter', 'Chris Ambrose', 'Daniel Tay', 'Danny Hoch', 'Earl Billings', 'James Urbaniak', 'Joey Krajcar', 'Josh Hutcherson', 'Larry John Meyers', 'Mary Faktor', 'Vivienne Benesch', 'Harvey Pekar', 'Paul Giamatti', 'Shari Springer Berman')","['Biography', 'Drama', 'Comedy']"
Hannah and Her Sisters,"('Carrie Fisher', 'Christian Clemenson', 'J.T. Walsh', 'John Turturro', 'Julia Louis-Dreyfus', 'Julie Kavner', 'Lewis Black', 'Lloyd Nolan', ""Maureen O'Sullivan"", 'Max von Sydow', 'Barbara Hershey', 'Dianne Wiest', 'Mia Farrow', 'Michael Caine', 'Woody Allen')","['Drama', 'Comedy', 'Romance']"
The Circus,"('Chester A. Bachman', 'Eugene Barry', 'Heinie Conklin', 'Jack Bernard', 'Stanley Blystone', 'Al Ernest Garcia', 'Albert Austin', 'Charles Chaplin', 'George Davis', 'Harry Crocker', 'Henry Bergman', 'John Rand', 'Merna Kennedy', 'Steve Murphy', 'Tiny Sandford')","['Comedy', 'Romance']"
The Tale,"('Emily Sandifer', 'Gretchen Koerner', 'Isabella Amara', 'Isabelle Nélisse', 'Jaqueline Fleming', 'Jessica Sarah Flaum', 'Madison David', 'Matthew Rauch', 'Noah Lomax', 'Thom Bishops', 'Tina Parker', 'Chelsea Alden', 'Common', 'Elizabeth Debicki', 'Ellen Burstyn', 'Frances Conroy', 'Isabella Amara', 'Isabelle Nélisse', 'Jason Ritter', 'John Heard', 'Laura Allen', 'Laura Dern')","['Drama', 'Mystery', 'Thriller']"
Paterson,"('Adam Driver', 'Barry Shabaka Henley', 'Brian McCarthy', 'Chasten Harmon', 'Dominic Liriano', 'Frank Harts', 'Golshifteh Farahani', 'Helen-Jean Arthur', 'Jaden Michael', 'Jared Gilman', 'Joan Kendall', 'Johnnie Mae', 'Kacey Cockett', 'Kara Hayward', 'Luis Da Silva Jr.', 'Method Man', 'Nellie', 'Owen Asztalos', 'Rizwan Manji', 'Sterling Jerins', 'Trevor Parham', 'Troy T. Parham', 'William Jackson Harper', 'Adam Driver', 'Golshifteh Farahani')","['Drama', 'Comedy', 'Romance']"
